,unique_id,hurst,series_length,unitroot_pp,unitroot_kpss,hw_alpha,hw_beta,hw_gamma,stability,nperiods,seasonal_period,trend,spike,linearity,curvature,e_acf1,e_acf10,x_pacf5,diff1x_pacf5,diff2x_pacf5,nonlinearity,lumpiness,alpha,beta,arch_acf,garch_acf,arch_r2,garch_r2,flat_spots,entropy,crossing_points,arch_lm,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10
0,store_1,1.0226586493454664,192,-2.8151426803646404,2.379274459124842,0.0,0.0,0.0,1.000280151852501,0,1,0.9751811132714276,5.6823802803960074e-08,-9.475771457452467,3.8823594847761385,0.5590387220186538,0.49084610315530475,0.9784760537008156,0.035580473365163796,0.48546111618913523,0.10913584736601027,0.003579040348518333,0.9999999850988386,0.0,0.0,0.0,0.0,0.0,23,0.185571037627879,5,0.8816991550998731,0.983290019016869,8.180644608169093,0.09031256039445573,0.04711777093903849,-0.4446306317954778,0.24110882305023396
1,store_10,0.9372541611389223,192,-3.966981997007729,0.5830027162160117,0.0,0.0,0.0,0.928695457411194,0,1,0.96334473287396,1.0820027872292167e-07,2.3332962291724115,-6.946182376524577,0.5348552199690981,0.8302907881057362,0.9621058354006139,0.02559651401988234,0.4936499517821506,0.07588093974921988,0.016241655111377613,0.9475890940128849,0.08382091033695087,0.0,0.0,0.0,0.0,15,0.38394463818091135,15,0.9157511298088643,0.9697501891990701,7.050746573286606,0.021652561436686295,0.10518024246261502,-0.5625228565330687,0.39037769196670996
2,store_100,0.7976918606032974,192,-17.51844923949254,0.9804406425429345,0.0,0.0,0.0,0.7802323959302614,0,1,0.8347806255689975,1.856682716369575e-06,4.9764790676849255,8.08505855659303,0.3684740987231565,0.23774078810190266,0.8005219386747454,0.05751624702469646,0.6535435798326138,0.36416017068865036,0.04188554460881457,0.7907429520010457,6.166571113701886e-12,0.0,0.0,0.0,0.0,8,0.553952443055631,22,0.5093872197691351,0.8834428902838914,4.070195996401428,-0.13584518400017417,0.07363635904761034,-0.4935678179435006,0.30705321899745547
3,store_11,0.9732312657219384,192,-10.56609336719475,2.3502300895777184,0.0,0.0,0.0,0.8631061446421575,0,1,0.9040838906759913,5.606558057505426e-07,9.810886438781246,-1.068165726746755,0.5489726391394947,0.7715074209560064,0.9238800087139551,0.029517774689572243,0.5059521021419721,0.20226975913540887,0.03832413529222784,0.9893207792810097,1.2650607506717037e-13,0.0,0.0,0.0,0.0,24,0.42496294522580147,9,0.7201080964987907,0.9432053792701236,5.135576331350014,-0.008484734177478647,0.05252324243242457,-0.44626381278078453,0.2538090186740255
4,store_12,0.9469362137922126,192,-4.303757438726512,1.5512417355017654,0.0,0.0,0.0,0.9749108630016244,0,1,0.9643526998915554,1.0544885037186103e-07,-7.299421298664971,-7.753718360992947,0.5668495109763535,0.7536622070141951,0.9827208584929217,0.02724713974232403,0.4304154785772574,0.174538753565206,0.0063377911171045714,0.9999999850988388,0.0,0.0,0.0,0.0,0.0,18,0.3227953060652676,16,0.9236357992090927,0.981181784516855,7.645401685615221,0.040234634861007555,0.07988738217520869,-0.5054031862938273,0.4289403386477134
5,store_13,0.929428260480942,192,-20.765969405478234,0.877183198797958,0.0,0.0,0.0,0.7273469751760355,0,1,0.7816497687646853,4.37393398993088e-06,4.691640172917609,3.382239963800415,0.5240405968653262,0.5915269736190112,0.8368609523621698,0.07651279778102096,0.5331790131644372,0.011320217817816274,0.10822621147740223,0.9961919284053505,0.0,0.0,0.0,0.0,0.0,18,0.5864279400277412,33,0.6561846354001446,0.8853663930563607,3.4625710623824455,-0.0031929907974213227,0.1419858068733561,-0.4592762841579367,0.36229587251544304
6,store_14,1.0452711834531232,192,-5.201921426948916,1.7435568241394706,0.0,0.0,0.0,0.9855821294443037,0,1,0.951908657049599,1.7200496799337769e-07,6.8461177603502215,-9.31971304957473,0.5240388653886663,0.5360149979661156,0.9435804537683566,0.022062877738158418,0.4479231030996872,0.002736145600811898,0.003699516306159551,0.9999999850988388,1.4696510463354954e-13,0.0,0.0,0.0,0.0,19,0.18002931920860818,12,0.8725630953531918,0.9691491561832294,7.3945384557820635,0.004736838700600491,0.042634180808902904,-0.46673469662210787,0.23660870845786633
7,store_15,1.0275885898865291,192,-0.9587269877642283,3.4812091938867518,0.0,0.0,0.0,1.0039417493663316,0,1,0.9787326236047885,4.9932286937364013e-08,12.45059802847771,3.5695223272586216,0.545338839119769,0.8308152185533969,0.9746211790751066,0.02283949468591731,0.4588612606955409,0.3793991009180388,0.0012434358368339899,0.9743506323693562,3.2816185344580853e-14,0.0,0.0,0.0,0.0,23,0.23662072706219645,3,0.8908887881464637,0.9821554910540039,8.400311935211581,-0.026444739164264024,0.06096390553015307,-0.5233179274780508,0.32369935487221513
8,store_16,0.8633810119750323,192,-2.598771060106576,1.2507944307403043,0.0,0.0,0.0,0.8643070090048963,0,1,0.9374834345941807,2.8916000259699076e-07,-7.744382450330567,-2.2820566850827957,0.3727825187997234,0.44127291180193895,0.8678616952155159,0.03447887406677759,0.5811650510481582,0.0996781914895441,0.00895581009036039,0.8182368038157963,4.579101067280467e-15,0.0,0.0,0.0,0.0,11,0.5613514397679573,19,0.8745215310468568,0.9242370260787877,5.132382548189227,-0.15931164132688214,0.07059430862606633,-0.5581671882379018,0.3860560862637845
9,store_17,1.0386272999440282,192,-5.552916461726707,3.0027025211633274,0.0,0.0,0.0,0.956034662915288,0,1,0.9576443588551581,1.5754984509973956e-07,11.392939531787285,-2.4384719167890148,0.5021785394062853,0.3393010212215263,0.9443525911455262,0.024229453805584437,0.49417784474195064,0.137292496552101,0.023749932733144043,0.9999999850988078,3.8062178087869674e-13,0.0,0.0,0.0,0.0,18,0.3326292932055573,16,0.8253346944596872,0.9658419155594709,6.898343415721068,0.06862000815979354,0.03624191264869516,-0.44628117998761874,0.2244164234849866
10,store_18,1.046598180914333,192,-0.25357136194702723,3.7951511912414424,0.0,0.0,0.0,1.0170918932717767,0,1,0.9927413820018596,3.942094928448478e-09,13.490565338004588,1.3062501017572954,0.5073017877802571,0.472556159911321,0.9733053610180841,0.03524997044597406,0.4552278022817137,0.16295613432111453,0.00023216574191640933,0.9999999850988385,3.84071733940517e-18,0.0,0.0,0.0,0.0,37,0.3241607439309912,7,0.9673688163230042,0.9845718568729876,8.426550032871493,0.027374239336612215,0.058887726515166244,-0.4070005049451497,0.2185451938834681
11,store_19,0.9904470410192225,192,-2.774862432086722,0.9047624175191324,0.0,0.0,0.0,0.9268753880298445,0,1,0.950533527874289,1.7778438713359517e-07,-2.3606160153749958,-12.036050663203671,0.5352162393159634,0.6489165110897673,0.9229411223410574,0.00497976508112592,0.5133098118164663,0.24221947353415338,0.004960928978046361,0.9798869021266403,1.3395421197581213e-15,0.0,0.0,0.0,0.0,17,0.25607050914047175,18,0.8483240984247628,0.9605517466071791,6.734375480936097,-0.018005144613609702,0.04415017054727065,-0.48150308999453306,0.2936743567169992
12,store_2,1.048142907517696,192,-0.3679452709413674,3.673733737803332,0.0,0.0,0.0,1.0191935449410752,0,1,0.9887201429198962,5.871830107591056e-09,12.836073434175669,2.5334833269426644,0.5621231796048168,1.0586901021398196,0.9808753281550378,0.004597388379898835,0.5040649448170451,0.28757466869034837,0.0004078449755089999,0.9624316154459203,9.540782618981047e-18,0.0,0.0,0.0,0.0,18,0.19459966825037972,1,0.9289771216597048,0.9878385113755951,8.702153129055723,-0.038677000373674955,0.055647263413875735,-0.5249671261043205,0.3244286360471603
13,store_20,0.9968030937841552,192,-8.535478495923913,0.7574471044496653,0.0,0.0,0.0,0.9134715550950576,0,1,0.927590555907591,3.919563460240215e-07,-3.8031272109356435,1.0081892615284433,0.5295633802590067,0.5145789616463571,0.9278586957917732,0.01419733639136403,0.5330464732439048,0.30218587610311537,0.057370635127516625,0.9886751947513445,7.25298857082428e-13,0.0,0.0,0.0,0.0,16,0.4323512870851039,7,0.7214401106753385,0.9592293696473106,6.082824540327597,-0.011841428135561431,0.03567917736368154,-0.5216424804613119,0.37127783231292505
14,store_21,1.0576832717539322,192,-7.445156683698691,1.1847930318601028,0.0,0.0,0.0,0.9571527530224281,0,1,0.9226939339953554,3.431977068880957e-07,4.8362113372615685,9.246096567782516,0.4764392233838271,0.601004089847548,0.9613735303641704,0.07739837334784883,0.5256572978002672,0.5270610093670255,0.005560452153091381,0.9080797046448496,0.0,0.0,0.0,0.0,0.0,20,0.3019115832548228,10,0.6538587206402744,0.9547994019503717,6.944621702903446,-0.07521318667644945,0.12350331730598153,-0.48491118791475163,0.40346894011457674
15,store_22,0.9840128128439696,192,-1.265036856228659,2.849392890574329,0.0,0.0,0.0,0.9084852220942589,0,1,0.9642790405466163,8.161666170752257e-08,-11.610317327063223,1.196150511066894,0.6375832310445058,1.5608024487452943,0.931844681543479,0.10593062427043379,0.4915365597354227,0.020370949379809437,0.015066956208544412,0.9999999850988388,4.1166901351096723e-16,0.0,0.0,0.0,0.0,29,0.47861454601356496,11,0.9349120715578941,0.959876636873481,6.228341629495707,0.03554054708837797,0.16164057283535857,-0.5196412084279315,0.4118472423858321
16,store_23,1.0614534738794241,192,-0.6575676173855872,0.949161461804162,0.0,0.0,0.0,0.9525071894829487,0,1,0.9752509699196432,3.69067236992073e-08,2.9236673353325067,-10.001658026870887,0.5177962578577906,0.4660380277572049,0.9655851185833189,0.031887161699568026,0.44977339524141025,0.21659445237532127,0.004272795413469444,0.9999999850988387,0.0289793417191328,0.0,0.0,0.0,0.0,28,0.24527712742878569,14,0.9217389025520739,0.971499969665308,7.085917147379868,0.07723341111952964,0.05224473187589155,-0.40431957070972047,0.2449631465956584
17,store_24,0.9433526822960729,192,-0.9790816191533189,0.6870556059682018,0.0,0.0,0.0,0.9168257267083609,0,1,0.9731679581123585,7.307128040410554e-08,-3.2043235833545936,4.321785852022189,0.6135664549553217,0.7851860225054776,0.9626855046855095,0.05248590695660267,0.4331559575544423,0.19371892884100292,0.009327067843028305,0.9999999850988388,0.06340223985249088,0.0,0.0,0.0,0.0,23,0.33347822903447577,10,0.9224534952457142,0.9698648756053295,6.646401934502994,0.1727370717787116,0.10491616190049508,-0.45485121219529157,0.2633439450747218
18,store_25,1.0182747392761455,192,-3.5024945575517545,3.3788036441420592,0.0,0.0,0.0,1.002817444079267,0,1,0.9748250270772709,5.029478196937899e-08,-12.15303788008394,0.5285599727134577,0.6212973050318268,0.890730916740469,0.996872746229339,0.04632937104494708,0.4718082647826615,0.06847825512030997,0.006892262900489262,0.9999999850569306,2.3437798128162554e-10,0.0,0.0,0.0,0.0,41,0.2616545287260313,4,0.9313786057809612,0.985000745293133,8.157887120580078,0.012354725511543683,0.0748047422406173,-0.5981317728999598,0.4642053711572262
19,store_26,0.9775240482919016,192,-0.5943885214134983,3.378011862502654,0.0,0.0,0.0,1.0158861953020148,0,1,0.9905788179777177,5.827101060023294e-09,-12.348657042834375,-2.519120905113497,0.6004745637120018,0.6638977034315658,0.9796516592363895,0.03340807861834538,0.41356343114385524,0.48636518808888285,0.0005499205705771704,0.9999999850988381,0.0,0.0,0.0,0.0,0.0,49,0.2197726658823756,7,0.9483303194208278,0.9868418031740562,8.701094078793396,0.1647986408222612,0.054259956226264325,-0.4214348989019886,0.262842977661799
20,store_27,1.0384516933211354,192,-0.5222004072773293,3.597860521372499,0.0,0.0,0.0,1.030577169524487,0,1,0.9929668462843373,3.298813356344295e-09,-12.648736744609511,-0.43320561143296843,0.44586320881817915,0.430986937998503,0.9907106068291159,0.0801556617622887,0.5674480222833449,0.5297615516864188,0.00018442063800912077,0.9468951694721316,0.0,0.0,0.0,0.0,0.0,41,0.155562125135268,5,0.915297827229558,0.9882101792798659,8.923000162003397,-0.03547844129312795,0.11183893009359858,-0.43116822113420294,0.40052976399504187
21,store_28,0.9652548789706333,192,-4.0347130692161155,2.6626574444038433,0.0,0.0,0.0,0.9641213339664981,0,1,0.9553477223633947,1.4883131043864544e-07,-10.546924878068328,-1.41682386186861,0.5400828991874406,0.4829076858770914,0.9388492504628028,0.003880988166148205,0.4948179461305063,0.4046973472682689,0.00516193164380569,0.9999999850988388,0.0,0.0,0.0,0.0,0.0,15,0.31401422540002777,9,0.7598665284702434,0.9685191333297388,7.080106446472218,0.01816853084198044,0.04847256140259623,-0.5239509703511994,0.3708570005611284
22,store_29,0.9178491252664882,192,-8.808485016302043,2.125851906054373,0.0,0.0,0.0,0.8614035893361378,0,1,0.9074893225645055,7.227216373528395e-07,-9.556359827831937,-0.6877987451560683,0.5475400518357961,0.843505099459404,0.8969650140273054,0.07038117531391126,0.6076310535348994,0.028112343408513235,0.01423009420284465,0.9567379436840587,8.126471262888124e-14,0.0,0.0,0.0,0.0,13,0.49483157928083454,19,0.780382628530867,0.9396519595467895,5.005588171307748,-0.050577652906613334,0.13808134559321433,-0.5646563059619589,0.5053849194834356
23,store_3,0.9443468297803892,192,-8.447544327383909,2.321733557848928,0.0,0.0,0.0,0.8423193611633291,0,1,0.8957648390727215,9.966941796113042e-07,-10.20478355442411,-1.854918886182968,0.4731781497655377,0.4180736582787884,0.8527628950269524,0.03013601761581347,0.5524045007347014,0.14755714853421126,0.022102603464986426,0.8773904629171868,0.0,0.0,0.0,0.0,0.0,13,0.4914185609175858,13,0.6109656617761337,0.919398533786038,5.30960983464962,-0.12850131159571052,0.040737482053568634,-0.5713361598479924,0.36056950827939754
24,store_30,1.0414319240111378,192,-3.8605625929385488,2.353902492011103,0.0,0.0,0.0,0.9951153343050465,0,1,0.9653011843544843,1.21194105952118e-07,10.037949391365085,3.2153908794809913,0.49642964964489017,0.5161951340934653,0.973795606880555,0.025530746185649118,0.5140284372663205,0.3867280001899336,0.007258940006851096,0.9240087992800089,5.010083083663618e-15,0.0,0.0,0.0,0.0,42,0.305136417617627,13,0.861927126763276,0.9773792863398951,7.866788485596239,-0.0829822197102165,0.048017734534428334,-0.5510656961139287,0.3743188739249509
25,store_31,1.0464985423351083,192,-5.7944429032273375,1.5134449366897071,0.0,0.0,0.0,0.9659079781722107,0,1,0.9475027570006448,2.173566051467117e-07,7.258053101295449,-4.505314677274449,0.456239063542384,0.5018097993147232,0.9439783715795583,0.038173313626249955,0.5966948063850661,0.35162117748236416,0.006061945103771257,0.874581394231061,0.0,0.0,0.0,0.0,0.0,16,0.3932799253981439,13,0.8168896882464749,0.9626833450120371,6.8424211124844945,-0.13507397189666945,0.06602690625671448,-0.5758210370550214,0.45076140702857787
26,store_32,0.9530990679485923,192,-8.708415181094072,1.0660489853643293,0.0,0.0,0.0,0.9537005260159747,0,1,0.9186369524897418,3.810278115661283e-07,5.2135052926359124,4.037306242764981,0.4535198407006384,0.41532919819247105,0.9153657320489593,0.030467034992204618,0.4920527857676727,0.14080799079187575,0.006355469902604058,0.964079122000882,0.0,0.0,0.0,0.0,0.0,6,0.3811619047833965,14,0.7454946297665052,0.9504737806526209,6.23746062823302,-0.029104304837078862,0.06067416704410862,-0.4848297006345746,0.34301113210782036
27,store_33,0.9632339558533883,192,-1.8832102109711197,0.6364110507692248,0.0,0.0,0.0,0.901040297046469,0,1,0.9533096295135813,2.748227913586505e-07,-1.7395821248099612,-9.119881810365154,0.6090772653126423,0.8265409309922286,0.9603032193729284,0.011101332891885241,0.3768422226045712,0.12088098019421213,0.007402704256517211,0.9999999850988341,2.011634783081617e-15,0.0,0.0,0.0,0.0,35,0.38068845607886304,18,0.9077708845738953,0.9643582095066932,6.675358389434021,0.03921343189365507,0.021275919114681584,-0.472094914966401,0.24491172370265143
28,store_34,1.0035994418024834,192,-3.926970617565018,2.448806898742571,0.0,0.0,0.0,1.0130948119017948,0,1,0.9784452657740623,3.460924832727744e-08,-9.81609640082921,7.21137128822647,0.5131573353973131,0.4177581342233315,0.9652674779049933,0.006340563146940652,0.4521610228156891,0.14929594806854066,0.001658877491407078,0.9999999850988375,0.0,0.0,0.0,0.0,0.0,33,0.23982641804396995,20,0.9591514898133572,0.9808271694051826,7.859886476194774,0.040056304541323584,0.03458658991403619,-0.4859942248313283,0.32766513235452727
29,store_35,0.9944309639168086,192,-3.926627546068613,2.062237204935929,0.0,0.0,0.0,1.001575109629199,0,1,0.9595353820968466,9.15112789826282e-08,8.322854128721334,0.2507008315929502,0.5688776360523584,1.0286565780452128,0.9914605872725317,0.036620025827253586,0.5302669204951295,0.05294205568793748,0.003215067699654141,0.925621436955336,1.8398780463355542e-13,0.0,0.0,0.0,0.0,16,0.19070779764828105,17,0.8917930184763079,0.9797626586230203,7.995143426092867,-0.09324519116273465,0.08998375317131077,-0.6054511545570233,0.49618384663414383
30,store_36,1.0212923542551966,192,-8.159093092871872,1.6880734898614032,0.0,0.0,0.0,0.9205997269425902,0,1,0.9285968127129978,3.394258032025632e-07,7.487785644127371,-6.28759231067152,0.5412718635146725,0.7111755698350873,0.9495616226018438,0.04141980441576384,0.5652423485915473,0.24746823882046387,0.026298583746162837,0.9248924738318728,1.6558514631058e-13,0.0,0.0,0.0,0.0,11,0.3194830919442787,12,0.7463188268522903,0.9600321498802368,6.283624200566033,-0.08511990044540636,0.07443651930649153,-0.5680786998696539,0.42375834080461733
31,store_37,0.8528479350796705,192,-2.4664651507165662,2.2110836804964618,0.0,0.0,0.0,0.769769701626867,0,1,0.9060526547883132,5.001847859577919e-07,9.862269314041406,6.39051197593588,0.6528445101601855,1.2469166765195283,0.8603181231669722,0.02960908870305856,0.38772381564721126,0.14805730562310623,0.04000751044155717,0.9999999850988388,0.0,0.0,0.0,0.0,0.0,12,0.5312018860136324,27,0.9293048683000305,0.9243581767200679,4.602924665724673,0.1047374891889107,0.12249934371107053,-0.4834735416550132,0.34517149051679497
